11.991,8.3216,2.6553,1.4686,1.507,1
11.991,0.0001218,9.85e-05,0.0001067,0.0001049,2
11.991,2.7852,2.5621,1.5763,2.4893,1
0.0079614,0,0,0,0,3
8.4744,4.3022,2.725,2.2207,5.0284,1
8.4744,0.0001112,0.0001501,9.75e-05,9.99e-05,2
8.4744,3.1482,4.6539,2.4244,0.71642,1
0.0005655,0,0,0,0,3
15.689,5.5277,2.6119,2.6372,0.99892,1
15.689,0.0001652,0.0001331,0.0001073,0.0001497,2
15.689,4.2821,12.093,1.5904,1.5503,1
0.0001009,0,0,0,0,3
19.348,5.9384,11.726,1.9542,0.98125,1
19.348,0.0001099,0.000101,9.78e-05,0.000104,2
19.348,3.4192,6.5205,1.6929,1.3055,1
0.0001063,0,0,0,0,3
8.8963,3.9159,5.0166,3.3615,2.4702,1
8.8963,9.56e-05,0.0002141,7.97e-05,9.41e-05,2
8.8963,2.9991,2.8784,1.7677,3.3377,1
0.0001071,0,0,0,0,3
17.645,4.9899,5.1908,1.662,2.3137,1
17.645,0.0002121,0.0001672,9.39e-05,9.65e-05,2
17.645,2.7879,11.466,2.1664,2.7887,1
0.0001564,0,0,0,0,3
13.928,4.4783,9.6519,3.1377,4.1555,1
13.928,8.81e-05,8.92e-05,0.0001294,8.76e-05,2
13.928,3.7413,3.2244,2.0251,2.3095,1
0.0001288,0,0,0,0,3
13.683,3.9626,3.5424,1.7767,4.5034,1
13.683,0.0001099,0.0001715,0.000139,0.000108,2
13.683,8.8875,4.999,2.2504,3.2188,1
0.0001385,0,0,0,0,3
11.737,4.7924,5.6847,1.7739,2.7486,1
11.737,9.63e-05,0.0001466,0.0001052,0.0001008,2
11.737,5.2465,4.9923,1.375,2.3565,1
0.0001255,0,0,0,0,3
13.419,9.3598,5.7468,2.0015,2.7274,1
13.419,0.000131,0.0001083,9.61e-05,0.0001446,2
13.419,3.2518,3.9866,1.3616,2.6106,1
0.0001271,0,0,0,0,3
11.397,4.8648,5.6464,1.7519,3.4385,1
11.397,0.0001096,9.36e-05,0.0001062,0.0001415,2
11.397,3.5217,4.7013,2.0773,3.3456,1
0.0001029,0,0,0,0,3
55.75,33.89,10.268,3.2071,5.5752,1
55.75,0.0001059,9.01e-05,9.91e-05,0.000102,2
55.75,21.028,6.9532,4.1298,6.8084,1
0.0001369,0,0,0,0,3
13.507,8.754,8.6334,4.2788,3.2204,1
13.507,9.37e-05,9.9e-05,0.0001068,9.89e-05,2
13.507,3.9339,2.4682,3.4526,1.9597,1
0.0001038,0,0,0,0,3
70.692,21.536,7.2468,4.168,3.6892,1
70.692,9.92e-05,9.8e-05,9.37e-05,9.62e-05,2
70.692,7.5174,62.394,3.368,4.537,1
0.0001075,0,0,0,0,3
24.323,14.897,4.1486,7.8853,5.6216,1
24.323,9.66e-05,0.0001006,0.0001644,0.0001007,2
24.323,8.5566,3.7889,5.1643,6.6986,1
0.0001228,0,0,0,0,3
19.909,11.17,2.7635,5.6403,6.8598,1
19.909,0.000105,8.86e-05,0.0001652,9.45e-05,2
19.909,7.8759,2.8078,2.9988,4.2577,1
